sl,aspect,ecen,foam,narrow,pa,pd,plb,rec,target
6762,0.702728369,1.475539734,1.006176207,2.509823461,1.773172866,0.699320672,0.79023006,0.711458249,ulmus_parvifolia
6763,0.85167481,1.655040484,1.000000784,2.522396604,1.591231431,0.030564371,0.650157654,0.524070623,ulmus_parvifolia
6764,0.32163376,1.516521866,1.010191859,2.92267457,1.484273537,0.85943215,0.919167626,0.946864153,ulmus_parvifolia
6765,0.804801979,1.64171594,1.007782979,2.595941454,1.56923264,0.03583572,0.694114259,0.593543406,ulmus_parvifolia
6766,0.284747399,1.502427717,1.039783348,2.830069184,1.509289179,0.761680628,0.921246723,0.958602587,ulmus_parvifolia
6767,0.803398461,2.609499403,1.000836723,4.159823753,377.2317843,7.725271259,0.001143785,0.59544178,ulmus_parvifolia
6768,0.850888625,1.771137948,1.000000474,2.701597119,1.724185437,0.020012498,0.524335927,0.525346122,ulmus_parvifolia
6769,0.908054365,1.713678639,1.000235529,2.430884375,1.589008072,0.021441981,0.56000423,0.418852324,ulmus_parvifolia
6770,0.877518016,4.934975718,1.001514096,7.290473604,348.5270595,11.92432282,0.000324157,0.479543669,ulmus_parvifolia
6771,0.821109803,1.74518845,1.002917736,2.733315029,1.47617057,0.024734772,0.646255769,0.570770262,ulmus_parvifolia
6772,0.464990555,1.509750437,1.000032877,2.846262535,1.488939941,0.786986741,0.921790287,0.885315641,ulmus_parvifolia
6773,0.908322256,3.58598874,1.000013892,5.085833398,286.8138592,9.290378497,0.000708127,0.418271059,ulmus_parvifolia
6774,0.879140244,4.978479391,1.000165869,7.349820083,250.5921202,12.61691294,0.000442023,0.476563146,ulmus_parvifolia
6775,0.854960454,1.775638021,1.000577427,2.695093148,1.491186078,0.019852301,0.600785416,0.518693188,ulmus_parvifolia
6776,0.815125469,2.573184252,1.004289381,4.046433173,126.9314449,14.58966971,0.003470962,0.579284446,ulmus_parvifolia
6777,0.83408714,3.356111321,1.000532928,5.204678373,227.745503,7.84313139,0.001121862,0.551632706,ulmus_parvifolia
6778,0.574664012,1.261144933,1.000007302,2.293235881,4.639591253,0.473462876,0.421275435,0.818389439,ulmus_parvifolia
6779,0.565685425,1.496952318,1.000028255,2.73129365,1.527076158,0.71532253,0.909121791,0.824621125,ulmus_parvifolia
6780,0.829803131,4.411903072,1.002732312,6.855262381,301.7535263,9.856402072,0.000491583,0.558056237,ulmus_parvifolia
6781,0.52935115,1.134699744,1.000179336,2.097006148,7181.729945,192.9705625,0.000337293,0.848402829,ulmus_parvifolia
6782,0.774596669,2.861185385,1.109425249,4.210069956,41.10960958,37.65685415,0.008857304,0.632455532,ulmus_parvifolia
6783,0.907738829,3.550205817,1.006249857,5.008342535,264.9411215,8.124318368,0.000783086,0.419535717,ulmus_parvifolia
6784,0.656330123,1.623932788,1.007807059,2.827076435,1.634693311,0.765685407,0.714114159,0.754473836,ulmus_parvifolia
6785,0.824579163,3.342572482,1.004376106,5.210818372,217.501017,6.95014291,0.00119274,0.56574659,ulmus_parvifolia
6786,0.713096499,1.296576359,1.000953426,2.203460983,148.3455426,20.29116874,0.012202126,0.701065891,ulmus_parvifolia
6787,0.663601516,2.309087732,1.000019197,4.03640701,20.38535013,10.53553385,0.028288932,0.748086243,ulmus_parvifolia
6788,0.643485506,1.224067219,1.000066952,2.160894952,14.80268292,0.474865832,0.139073785,0.765458297,ulmus_parvifolia
6789,0.828141899,4.379969786,1.002025697,6.82120621,281.5331587,10.32757829,0.000535266,0.560518506,ulmus_parvifolia
6790,0.852406048,2.162105092,1.000525079,3.290899522,1.502419505,0.036107854,0.403195429,0.522880416,ulmus_parvifolia
6791,0.832984548,3.604816102,1.000338569,5.59745222,274.4908298,7.927474666,0.000807504,0.553296253,ulmus_parvifolia
6792,0.865452268,1.770615595,1.000000402,2.657677694,1.713434455,0.018046473,0.519933061,0.50099139,ulmus_parvifolia
6793,0.822544379,1.720878387,1.000000681,2.699541683,1.536483179,0.021894318,0.637918355,0.568700927,ulmus_parvifolia
6794,0.867240976,3.061220663,1.0001212,4.584811948,460.8086192,8.735711092,0.000645436,0.497888631,ulmus_parvifolia
6795,0.421637021,1.362537022,1.034958331,2.510282221,2.914600823,0.556722321,0.578914372,0.906764701,ulmus_parvifolia
6796,0.803308044,1.678476671,1.000000719,2.678114617,1.47700899,0.023267846,0.706115617,0.595563755,ulmus_parvifolia
6797,0.606527532,2.297085512,1.000010209,4.123369927,26.68644509,7.044538467,0.022008311,0.795062483,ulmus_parvifolia
6798,0.864877285,3.322095149,1.000879966,4.985344662,214.6027751,7.700483062,0.00118002,0.501983348,ulmus_parvifolia
6799,0.847760392,1.666920215,1.000000926,2.551018011,1.514473748,0.034188514,0.675906605,0.530379409,ulmus_parvifolia
6800,0.922391112,1.766474062,1.000586206,2.44735276,1.671484301,0.017852747,0.48401829,0.386257214,ulmus_pumila
6801,0.919865059,1.786500039,1.001253127,2.48411492,1.634684358,0.018136405,0.487159199,0.392234972,ulmus_pumila
6802,0.890545532,1.740140327,1.00033064,2.530883109,1.695534799,0.016353577,0.525728998,0.454894115,ulmus_pumila
6803,0.855580588,3.569474778,1.000424911,5.41498262,477.8748781,9.109000446,0.000463623,0.517669642,ulmus_pumila
6804,0.495260557,1.523589254,1.000027443,2.847120884,1.461697071,0.658029261,0.920849535,0.868744486,ulmus_pumila
6805,0.694422222,1.403965333,1.000009441,2.414190748,3.463160398,0.547734791,0.447751835,0.719567771,ulmus_pumila
6806,0.828588003,1.688590547,1.002154324,2.628300681,1.565224035,0.019942009,0.647548597,0.55985884,ulmus_pumila
6807,0.841693013,1.764868461,1.000000468,2.717819139,1.482537923,0.015973963,0.619299854,0.539956361,ulmus_pumila
6808,0.873538295,1.71573965,1.000000488,2.550883992,1.647700794,0.020057311,0.570217118,0.486755428,ulmus_pumila
6809,0.775531871,1.670784784,1.009549804,2.699782884,1.525926375,0.034918871,0.699494755,0.631308417,ulmus_pumila
6810,0.823918652,1.640972968,1.001262801,2.567683145,1.521929634,0.040059903,0.707579841,0.566708086,ulmus_pumila
6811,0.829190379,3.581773339,1.000000499,5.583861118,361.8737519,8.606712645,0.000622227,0.558966292,ulmus_pumila
6812,0.779839431,1.703534504,1.000565359,2.768347245,1.565618819,0.017807642,0.654533279,0.625979602,ulmus_pumila
6813,0.797721115,1.723570437,1.007851927,2.741403872,1.517313937,0.015738262,0.653899677,0.603026552,ulmus_pumila
6814,0.796708149,1.672580743,1.005039303,2.669973912,1.528608577,0.022996597,0.689623375,0.604364232,ulmus_pumila
6815,0.464990555,1.509750437,1.000032877,2.846262535,1.488939941,0.786986741,0.921790287,0.885315641,ulmus_pumila
6816,0.865778682,1.760622618,1.0035687,2.632292015,1.557093008,0.019425735,0.57843365,0.500427092,ulmus_pumila
6817,0.825422847,1.724692752,1.000295965,2.697509221,1.560644037,0.018508934,0.623990988,0.564514946,ulmus_pumila
6818,0.875002708,1.658386912,1.002995952,2.453890169,1.632910049,0.019494949,0.614709645,0.484118024,ulmus_pumila
6819,0.739509973,2.102487029,1.038823128,3.386300159,14.36043949,9.380711794,0.047576972,0.673145601,ulmus_pumila
6820,0.874791958,1.7252086,1.0000005,2.561068714,1.566648826,0.01831164,0.592199094,0.48449874,ulmus_pumila
6821,0.810236472,1.705992656,1.001500185,2.701827021,1.490013191,0.031402729,0.674770993,0.586103113,ulmus_pumila
6822,0.857362057,1.75807881,1.000000588,2.662984682,1.539425272,0.02067803,0.592187176,0.514713807,ulmus_pumila
6823,0.867500509,1.725371427,1.000119715,2.583324533,1.479916825,0.019507975,0.632452462,0.497436294,ulmus_pumila
6824,0.836998118,1.734558231,1.000363001,2.682744657,1.579095708,0.019705595,0.604307428,0.547205766,ulmus_pumila
6825,0.771616465,1.63191992,1.000873661,2.667634102,1.536166841,0.026452556,0.729554029,0.636088069,ulmus_pumila
6826,0.860725312,1.741675021,1.000000455,2.628307768,1.535729549,0.017541983,0.60269737,0.509069679,ulmus_pumila
6827,0.820538932,1.673621486,1.000000632,2.630246202,1.622874461,0.022443436,0.639435097,0.571590641,ulmus_pumila
6828,0.87055214,1.737496392,1.004401411,2.581116432,1.585744683,0.022745747,0.579907736,0.492076184,ulmus_pumila
6829,0.821517274,1.637562207,1.001673526,2.566977463,1.539931255,0.03082719,0.703406772,0.570183627,ulmus_pumila
6830,0.800986771,1.704260543,1.000152562,2.724155129,1.472815748,0.025484843,0.687766916,0.598682047,ulmus_pumila
6831,0.775648753,1.731650561,1.003078444,2.815938741,1.450406361,0.018535978,0.685056698,0.631164805,ulmus_pumila
6832,0.84492186,1.76169863,1.000986922,2.701347162,1.452603846,0.015919498,0.632541643,0.534889756,ulmus_pumila
6833,0.536349916,1.464354911,1.000016573,2.70021943,1.955926578,0.517895496,0.743301179,0.843995715,ulmus_pumila
6834,0.826186335,1.659349082,1.006282693,2.578024384,1.598906692,0.025666609,0.657607828,0.563396965,ulmus_pumila
6835,0.811203299,1.670793276,1.010612254,2.620009219,1.619918986,0.026336192,0.646699292,0.584764232,ulmus_pumila
6836,0.861963622,1.838338392,1.000000404,2.770319929,1.556329565,0.017202149,0.533101913,0.506970131,ulmus_pumila
6837,0.830517698,1.625672035,1.003828148,2.521506041,1.642810031,0.026580499,0.664680092,0.556992238,ulmus_pumila
6838,0.781408821,1.796869049,1.000000512,2.918148762,1.431415491,0.016795909,0.642993736,0.624019434,ulmus_pumila
6839,0.859791235,1.676478619,1.000531692,2.53121939,1.569192217,0.021438969,0.637253014,0.510645702,ulmus_pumila
6840,0.903172074,1.738279841,1.000000576,2.484484925,1.625608745,0.023735908,0.537328311,0.429278702,ulmus_pumila
6841,0.896953298,1.715237866,1.000502508,2.472345549,1.59856849,0.019652459,0.567739427,0.4421253,ulmus_pumila
6842,0.800917982,1.647768253,1.000528148,2.633018531,1.693373561,0.022568236,0.639931363,0.598774069,ulmus_pumila
6843,0.136945924,1.158591595,1.023833773,2.252580067,7.623369781,0.459343803,0.306840149,0.990578525,ulmus_pumila
6844,0.886953466,1.8227338,1.000000491,2.664578135,1.575111379,0.020175831,0.518716718,0.461858798,ulmus_pumila
6845,0.873328403,1.773233704,1.000000456,2.637031227,1.551541024,0.018409671,0.567076978,0.487131912,ulmus_pumila
6846,0.844854609,1.725890411,1.000143751,2.648854053,1.442730578,0.018220265,0.663611652,0.534995972,ulmus_pumila
6847,0.891981949,1.686304836,1.000000675,2.448632724,1.658459037,0.027098972,0.571009941,0.452071016,ulmus_pumila
6848,0.861043049,1.722685064,1.002109984,2.593253944,1.549489475,0.018903852,0.610377456,0.508532072,ulmus_pumila
6849,0.850522946,1.758188424,1.000000467,2.682885173,1.583667001,0.016684422,0.579503013,0.525937942,ulmus_pumila
6850,0.859162042,1.654063293,1.000000963,2.500451046,1.525504944,0.035477538,0.673840256,0.511703611,ulmus_pumila
6851,0.881619084,1.744111695,1.000000466,2.567264318,1.56770486,0.01889954,0.573707416,0.471961641,ulmus_pumila
6852,0.785457294,1.678925711,1.00650662,2.700468536,1.481610424,0.021043825,0.710191893,0.618915858,ulmus_pumila
6853,0.829110509,1.663616873,1.00107787,2.590927023,1.471708645,0.03234915,0.709250035,0.559084756,ulmus_pumila
6854,0.905203204,1.744424583,1.000000675,2.48576674,1.638017006,0.02842919,0.527372383,0.424979011,ulmus_pumila
6855,0.857007302,1.653170156,1.00174977,2.500680172,1.570989734,0.017863731,0.656515864,0.515304265,ulmus_pumila
6856,0.843158295,1.718269678,1.000317112,2.641286261,1.513187385,0.023360719,0.639297023,0.537665407,ulmus_pumila
6857,0.737595457,1.619138246,1.02688657,2.641430798,1.632691712,0.031813498,0.706028187,0.675242876,ulmus_pumila
6858,0.814943645,3.52090679,1.000731739,5.557347327,413.2700149,9.114400588,0.000569467,0.57954021,ulmus_pumila
6859,0.850891549,3.498560796,1.000170197,5.335591475,436.0354356,9.6849257,0.000531369,0.525341387,ulmus_pumila
6860,0.815058138,1.720510582,1.00212219,2.711584091,1.570642656,0.022861635,0.627462278,0.579379177,ulmus_pumila
6861,0.85138833,1.838246298,1.000934188,2.799856884,1.608370208,0.023212512,0.521550211,0.524535901,ulmus_pumila
6862,0.892303732,1.768645416,1.001658696,2.562823873,1.561018789,0.017958188,0.551188572,0.451435542,ulmus_pumila
6863,0.774271487,1.598420144,1.000001341,2.609982568,1.548584898,0.042828401,0.753496933,0.632853589,ulmus_pumila
6864,0.825376058,1.684186008,1.000580887,2.633519615,1.498982886,0.022925785,0.681308039,0.564583353,ulmus_pumila
6865,0.865739908,1.734649248,1.00000039,2.602830064,1.733702733,0.017599988,0.535207338,0.500494168,ulmus_pumila
6866,0.808028818,1.712711632,1.00000059,2.72174203,1.407752163,0.018719864,0.709560936,0.589142962,ulmus_pumila
6867,0.892035466,1.792966844,1.002840603,2.595951764,1.575208362,0.021219388,0.531740537,0.451965406,ulmus_pumila
6868,0.860605355,1.774647329,1.000623427,2.676757549,1.576132223,0.016981306,0.565702066,0.509272445,ulmus_pumila
6869,0.692820323,1.518911139,1.019843864,2.563346831,36.05551275,26.14213538,0.036756785,0.721110255,ulmus_pumila
6870,0.825291602,3.543498933,1.000119745,5.54387303,398.8000026,9.581108781,0.000578531,0.564706802,ulmus_pumila
6871,0.911524209,1.812883593,1.000000483,2.55842424,1.611137921,0.022791793,0.489794051,0.411246418,ulmus_pumila
6872,0.815451437,1.663680018,1.000952613,2.624160618,1.491868581,0.029692572,0.706315701,0.578825495,ulmus_pumila
6873,0.839854534,1.702746278,1.000000704,2.627014749,1.433982589,0.022524775,0.688920638,0.542811535,ulmus_pumila
6874,0.233853587,1.641475978,1.068018169,3.031256319,2.304644324,0.678285491,0.505557812,0.972271824,ulmus_pumila
6875,0.880431107,1.779441817,1.002594214,2.616419466,1.439570061,0.020711054,0.601214602,0.474174088,ulmus_pumila
6876,0.815451437,1.663680018,1.000952613,2.624160618,1.491868581,0.029692572,0.706315701,0.578825495,ulmus_pumila
6877,0.233853587,1.641475978,1.068018169,3.031256319,2.304644324,0.678285491,0.505557812,0.972271824,ulmus_pumila
6878,0.87055214,1.737496392,1.004401411,2.581116432,1.585744683,0.022745747,0.579907736,0.492076184,ulmus_pumila
6879,0.891981949,1.686304836,1.000000675,2.448632724,1.658459037,0.027098972,0.571009941,0.452071016,ulmus_pumila
6880,0.739509973,2.102487029,1.038823128,3.386300159,14.36043949,9.380711794,0.047576972,0.673145601,ulmus_pumila
6881,0.911524209,1.812883593,1.000000483,2.55842424,1.611137921,0.022791793,0.489794051,0.411246418,ulmus_pumila
6882,0.823918652,1.640972968,1.001262801,2.567683145,1.521929634,0.040059903,0.707579841,0.566708086,ulmus_pumila
6883,0.828588003,1.688590547,1.002154324,2.628300681,1.565224035,0.019942009,0.647548597,0.55985884,ulmus_pumila
6884,0.839854534,1.702746278,1.000000704,2.627014749,1.433982589,0.022524775,0.688920638,0.542811535,ulmus_pumila
6885,0.826186335,1.659349082,1.006282693,2.578024384,1.598906692,0.025666609,0.657607828,0.563396965,ulmus_pumila
6886,0.785457294,1.678925711,1.00650662,2.700468536,1.481610424,0.021043825,0.710191893,0.618915858,ulmus_pumila
6887,0.896953298,1.715237866,1.000502508,2.472345549,1.59856849,0.019652459,0.567739427,0.4421253,ulmus_pumila
6888,0.771616465,1.63191992,1.000873661,2.667634102,1.536166841,0.026452556,0.729554029,0.636088069,ulmus_pumila
6889,0.830517698,1.625672035,1.003828148,2.521506041,1.642810031,0.026580499,0.664680092,0.556992238,ulmus_pumila
6890,0.844854609,1.725890411,1.000143751,2.648854053,1.442730578,0.018220265,0.663611652,0.534995972,ulmus_pumila
6891,0.85138833,1.838246298,1.000934188,2.799856884,1.608370208,0.023212512,0.521550211,0.524535901,ulmus_pumila
6892,0.694422222,1.403965333,1.000009441,2.414190748,3.463160398,0.547734791,0.447751835,0.719567771,ulmus_pumila
6893,0.692820323,1.518911139,1.019843864,2.563346831,36.05551275,26.14213538,0.036756785,0.721110255,ulmus_pumila
6894,0.825422847,1.724692752,1.000295965,2.697509221,1.560644037,0.018508934,0.623990988,0.564514946,ulmus_pumila
6895,0.865778682,1.760622618,1.0035687,2.632292015,1.557093008,0.019425735,0.57843365,0.500427092,ulmus_pumila
6896,0.865739908,1.734649248,1.00000039,2.602830064,1.733702733,0.017599988,0.535207338,0.500494168,ulmus_pumila
6897,0.860725312,1.741675021,1.000000455,2.628307768,1.535729549,0.017541983,0.60269737,0.509069679,ulmus_pumila
6898,0.781408821,1.796869049,1.000000512,2.918148762,1.431415491,0.016795909,0.642993736,0.624019434,ulmus_pumila
6899,0.775648753,1.731650561,1.003078444,2.815938741,1.450406361,0.018535978,0.685056698,0.631164805,ulmus_pumila
6900,0.874791958,1.7252086,1.0000005,2.561068714,1.566648826,0.01831164,0.592199094,0.48449874,ulmus_pumila
6901,0.825291602,3.543498933,1.000119745,5.54387303,398.8000026,9.581108781,0.000578531,0.564706802,ulmus_pumila
6902,0.829190379,3.581773339,1.000000499,5.583861118,361.8737519,8.606712645,0.000622227,0.558966292,ulmus_pumila
6903,0.892303732,1.768645416,1.001658696,2.562823873,1.561018789,0.017958188,0.551188572,0.451435542,ulmus_pumila
6904,0.873538295,1.71573965,1.000000488,2.550883992,1.647700794,0.020057311,0.570217118,0.486755428,ulmus_pumila
6905,0.810236472,1.705992656,1.001500185,2.701827021,1.490013191,0.031402729,0.674770993,0.586103113,ulmus_pumila
6906,0.905203204,1.744424583,1.000000675,2.48576674,1.638017006,0.02842919,0.527372383,0.424979011,ulmus_pumila
6907,0.836998118,1.734558231,1.000363001,2.682744657,1.579095708,0.019705595,0.604307428,0.547205766,ulmus_pumila
6908,0.903172074,1.738279841,1.000000576,2.484484925,1.625608745,0.023735908,0.537328311,0.429278702,ulmus_pumila
6909,0.867500509,1.725371427,1.000119715,2.583324533,1.479916825,0.019507975,0.632452462,0.497436294,ulmus_pumila
6910,0.779839431,1.703534504,1.000565359,2.768347245,1.565618819,0.017807642,0.654533279,0.625979602,ulmus_pumila
6911,0.857007302,1.653170156,1.00174977,2.500680172,1.570989734,0.017863731,0.656515864,0.515304265,ulmus_pumila
6912,0.821517274,1.637562207,1.001673526,2.566977463,1.539931255,0.03082719,0.703406772,0.570183627,ulmus_pumila
6913,0.861963622,1.838338392,1.000000404,2.770319929,1.556329565,0.017202149,0.533101913,0.506970131,ulmus_pumila
6914,0.861043049,1.722685064,1.002109984,2.593253944,1.549489475,0.018903852,0.610377456,0.508532072,ulmus_pumila
6915,0.892035466,1.792966844,1.002840603,2.595951764,1.575208362,0.021219388,0.531740537,0.451965406,ulmus_pumila
6916,0.775531871,1.670784784,1.009549804,2.699782884,1.525926375,0.034918871,0.699494755,0.631308417,ulmus_pumila
6917,0.886953466,1.8227338,1.000000491,2.664578135,1.575111379,0.020175831,0.518716718,0.461858798,ulmus_pumila
6918,0.774271487,1.598420144,1.000001341,2.609982568,1.548584898,0.042828401,0.753496933,0.632853589,ulmus_pumila
6919,0.464990555,1.509750437,1.000032877,2.846262535,1.488939941,0.786986741,0.921790287,0.885315641,ulmus_pumila
6920,0.843158295,1.718269678,1.000317112,2.641286261,1.513187385,0.023360719,0.639297023,0.537665407,ulmus_pumila
6921,0.859791235,1.676478619,1.000531692,2.53121939,1.569192217,0.021438969,0.637253014,0.510645702,ulmus_pumila
6922,0.84492186,1.76169863,1.000986922,2.701347162,1.452603846,0.015919498,0.632541643,0.534889756,ulmus_pumila
6923,0.850522946,1.758188424,1.000000467,2.682885173,1.583667001,0.016684422,0.579503013,0.525937942,ulmus_pumila
6924,0.737595457,1.619138246,1.02688657,2.641430798,1.632691712,0.031813498,0.706028187,0.675242876,ulmus_pumila
6925,0.808028818,1.712711632,1.00000059,2.72174203,1.407752163,0.018719864,0.709560936,0.589142962,ulmus_pumila
6926,0.875002708,1.658386912,1.002995952,2.453890169,1.632910049,0.019494949,0.614709645,0.484118024,ulmus_pumila
6927,0.859162042,1.654063293,1.000000963,2.500451046,1.525504944,0.035477538,0.673840256,0.511703611,ulmus_pumila
6928,0.857362057,1.75807881,1.000000588,2.662984682,1.539425272,0.02067803,0.592187176,0.514713807,ulmus_pumila
6929,0.815058138,1.720510582,1.00212219,2.711584091,1.570642656,0.022861635,0.627462278,0.579379177,ulmus_pumila
6930,0.796708149,1.672580743,1.005039303,2.669973912,1.528608577,0.022996597,0.689623375,0.604364232,ulmus_pumila
6931,0.814943645,3.52090679,1.000731739,5.557347327,413.2700149,9.114400588,0.000569467,0.57954021,ulmus_pumila
6932,0.873328403,1.773233704,1.000000456,2.637031227,1.551541024,0.018409671,0.567076978,0.487131912,ulmus_pumila
6933,0.850891549,3.498560796,1.000170197,5.335591475,436.0354356,9.6849257,0.000531369,0.525341387,ulmus_pumila
6934,0.800917982,1.647768253,1.000528148,2.633018531,1.693373561,0.022568236,0.639931363,0.598774069,ulmus_pumila
6935,0.881619084,1.744111695,1.000000466,2.567264318,1.56770486,0.01889954,0.573707416,0.471961641,ulmus_pumila
6936,0.829110509,1.663616873,1.00107787,2.590927023,1.471708645,0.03234915,0.709250035,0.559084756,ulmus_pumila
6937,0.136945924,1.158591595,1.023833773,2.252580067,7.623369781,0.459343803,0.306840149,0.990578525,ulmus_pumila
6938,0.820538932,1.673621486,1.000000632,2.630246202,1.622874461,0.022443436,0.639435097,0.571590641,ulmus_pumila
6939,0.825376058,1.684186008,1.000580887,2.633519615,1.498982886,0.022925785,0.681308039,0.564583353,ulmus_pumila
6940,0.536349916,1.464354911,1.000016573,2.70021943,1.955926578,0.517895496,0.743301179,0.843995715,ulmus_pumila
6941,0.811203299,1.670793276,1.010612254,2.620009219,1.619918986,0.026336192,0.646699292,0.584764232,ulmus_pumila
6942,0.860605355,1.774647329,1.000623427,2.676757549,1.576132223,0.016981306,0.565702066,0.509272445,ulmus_pumila
6943,0.797721115,1.723570437,1.007851927,2.741403872,1.517313937,0.015738262,0.653899677,0.603026552,ulmus_pumila
6944,0.800986771,1.704260543,1.000152562,2.724155129,1.472815748,0.025484843,0.687766916,0.598682047,ulmus_pumila
6945,0.847600465,1.742834561,1.00224129,2.661677901,1.697651001,0.018224145,0.551672707,0.530634952,ulmus_rubra
6946,0.130097067,2.18073509,1.031254191,4.211315427,52.07217741,8.565896979,0.012679735,0.991501262,ulmus_rubra
6947,0.873856752,3.441267485,1.002787362,5.10013896,240.2410749,8.959864762,0.000971764,0.486183482,ulmus_rubra
6948,0.273861279,1.509425482,1.000031602,2.961050848,1.508657573,0.734428303,0.913167926,0.961769203,ulmus_rubra
6949,0.830448423,6.429076135,1.00011457,10.00953885,327.7804902,11.12979244,0.000213014,0.557095518,ulmus_rubra
6950,0.743271441,1.607362057,1.001702718,2.678111066,1.834783939,0.019441213,0.636340312,0.668989959,ulmus_rubra
6951,0.857841879,8.191227603,1.000509432,12.39449769,157.4267096,6.68376127,0.000266625,0.513913719,ulmus_rubra
6952,0.649519053,1.489094357,1.000025034,2.621254657,1.737932152,0.748948651,0.799700786,0.760345316,ulmus_rubra
6953,0.854659776,4.214612482,1.000000411,6.402788059,457.3904172,11.27693678,0.000347768,0.51918847,ulmus_rubra
6954,0.371390676,1.707042899,1.000018582,3.291931272,21.54065923,7.091168737,0.049955579,0.928476691,ulmus_rubra
6955,0.90635818,5.905842094,1.000052507,8.400679391,229.5914326,9.510723077,0.000327489,0.422510178,ulmus_rubra
6956,0.884666829,5.801413177,1.000201356,8.504457462,284.8458489,9.176184629,0.000284123,0.466223767,ulmus_rubra
6957,0.327993082,1.171435674,1.000006974,2.278051786,5.788377093,0.488047404,0.394988416,0.944680125,ulmus_rubra
6958,0.874324812,4.317066248,1.000699001,6.407837464,557.0477662,12.12509239,0.000266143,0.485341243,ulmus_rubra
6959,0.888152668,3.502187545,1.000315318,5.110001356,419.9700932,8.966505281,0.000526001,0.459548516,ulmus_rubra
6960,0.870253193,3.503504931,1.000432752,5.227085858,425.3410585,8.589975565,0.000531932,0.492604689,ulmus_rubra
6961,0.453298414,1.427684785,1.000016573,2.70021946,2.551733096,0.639753267,0.601719989,0.891358821,ulmus_rubra
6962,0.873961132,7.207908044,1.00000028,10.71091825,229.3531726,8.972568639,0.000231987,0.485995824,ulmus_rubra
6963,0.546780644,2.759930028,1.100719501,4.606762133,10.15197025,6.242640555,0.040286821,0.837275897,ulmus_rubra
6964,0.875146005,3.390432386,1.000000358,5.030921592,470.0228358,9.068014509,0.000510851,0.483858936,ulmus_rubra
6965,0.736090511,2.497182313,1.000345721,4.186035673,1387.849298,65.03660966,0.000349345,0.676883121,ulmus_rubra
6966,0.613571991,2.483116409,1.116739637,3.979335281,13.42385936,8.194112492,0.037412419,0.789638786,ulmus_rubra
6967,0.41123916,1.400194397,1.000017138,2.676464203,3.13842374,0.79020767,0.509225405,0.911527483,ulmus_rubra
6968,0.873899956,5.832762742,1.000000332,8.66809977,255.1754823,7.859549568,0.000318444,0.486105818,ulmus_rubra
6969,0.869915476,5.312175939,1.000000497,7.932141603,369.5850615,14.13448456,0.00026639,0.493200835,ulmus_rubra
6970,0.852407168,1.729978455,1.0016421,2.630228053,1.69078059,0.019052086,0.55961751,0.522878591,ulmus_rubra
6971,0.744208408,1.541404804,1.000024843,2.570918401,1.523389007,0.727295499,0.83314958,0.667947488,ulmus_rubra
6972,0.869816796,3.967153079,1.000305058,5.922639885,466.8377786,10.20344772,0.000378186,0.49337485,ulmus_rubra
6973,0.858451415,3.835314176,1.000108439,5.801798077,494.1571298,13.15307851,0.000387198,0.51289489,ulmus_rubra
6974,0.830867812,5.12298542,1.000160247,7.972494705,266.0621403,9.189318499,0.000413162,0.556469836,ulmus_rubra
6975,0.891769793,3.282899134,1.000143576,4.767691595,794.4034426,15.84485637,0.000314641,0.452489378,ulmus_rubra
6976,0.845741345,5.795375891,1.000086346,8.886981018,221.1478503,9.848977106,0.000383649,0.533593082,ulmus_rubra
6977,0.844082258,5.788473329,1.000000477,8.89232784,230.4632118,9.110045967,0.000369568,0.536213709,ulmus_rubra
6978,0.818070141,5.161468071,1.000128688,8.128877559,353.9961892,12.66829372,0.000308728,0.575118461,ulmus_rubra
6979,0.666180191,1.38586083,1.000812058,2.417460002,670.4292728,9.287843212,0.002386877,0.745790824,ulmus_rubra
6980,0.541001781,1.617797767,1.00618798,2.960083449,22.98791953,12.71404513,0.051800134,0.841021446,ulmus_rubra
6981,0.870062386,3.663308942,1.000162203,5.468219438,315.3457757,6.709925073,0.000656395,0.492941624,ulmus_rubra
6982,0.580159776,1.704570425,1.000014018,3.092904267,33.39461034,8.856854129,0.032022899,0.814502691,ulmus_rubra
6983,0.893177982,5.71496863,1.000000527,8.285004731,226.2447444,9.821496598,0.000363707,0.449703338,ulmus_rubra
6984,0.873140106,1.773839883,1.001225586,2.635302645,1.493127761,0.01520189,0.588999732,0.487469337,ulmus_rubra
6985,0.393919299,1.474868881,1.000026247,2.830412993,1.692394024,0.684328537,0.851431638,0.91914503,ulmus_rubra
6986,0.866385273,3.752347479,1.000414404,5.623849842,558.59167,13.65117936,0.000354728,0.499376169,ulmus_rubra
6987,0.913375921,4.512616461,1.00217111,6.336024106,109.3392446,12.26367837,0.001159887,0.407117216,ulmus_rubra
6988,0.583182238,1.508988375,1.020116813,2.680871447,1.641346123,0.393690008,0.831143934,0.812341355,ulmus_rubra
6989,0.486640482,2.250294648,1.000574967,4.21373455,6501.189745,155.086855,9.49E-05,0.873602336,ulmus_rubra
6990,0.723251135,1.77932888,1.056489112,2.847267308,1.595953834,0.017829723,0.600620278,0.690585111,zelkova_serrata
6991,0.87227019,3.675054393,1.000134164,5.471511027,516.0761499,9.495399195,0.000397443,0.489024249,zelkova_serrata
6992,0.859274175,1.888285636,1.000000284,2.8541718,1.627843487,0.015969911,0.48447921,0.51151529,zelkova_serrata
