sl,aspect,ecen,foam,narrow,pa,pd,plb,rec,target
269,0.890755272,0.531931225,0.50607695,1.008753927,0.010828215,3.452097115,1.885607527,1.470640827,30
270,0.8694776,0.454483273,0.560171119,1.027627151,0.01396899,3.76207308,2.044690023,1.47912844,30
271,0.839163369,0.493972371,0.515036746,1.029627408,0.013749841,3.4946249,1.924688254,1.505795517,30
272,0.860691958,0.543879436,0.636276698,1.01669081,0.018531702,3.612090842,1.996766371,1.517409566,30
273,0.770377026,0.509126068,0.18051299,1.016637017,0.04905494,3.298012109,1.801953933,1.511315153,30
274,0.628885584,0.637588612,2.12E-05,1.000310866,205.4813741,2.127539306,1.202117207,11.83475703,31
275,0.64284016,0.77749786,0.116679693,1.000483586,0.062792519,4.286650277,2.632918655,20211.03505,31
276,0.838060712,0.766000345,0.199787304,1.00002888,0.043641661,2.134269643,1.299171601,15.19055715,31
277,0.856736853,0.545576982,0.161576377,1.001416243,0.061112227,2.14710748,1.169791776,11.39620894,31
278,0.7333451,0.515753782,0.11926364,1.000736592,0.064822921,2.09932413,1.131485311,15.08900719,31
279,0.787525122,0.679856576,0.178322309,1.000901863,0.050234304,2.154467326,1.244074454,16.60837554,31
280,0.821242719,0.61628255,0.149898355,1.001575131,0.057820813,2.118079794,1.1867895,12.32527674,31
281,0.64203597,0.570579002,0.15621285,1.00055263,0.088166314,2.170607559,1.192486361,14.58887514,31
282,0.750592551,0.766674515,0.151847186,1.000657391,0.069246351,2.132617669,1.299618078,11.33536277,31
283,0.462557813,0.660765331,0.178134052,1.001507219,0.05086723,2.141020027,1.224869266,13.50322526,31
284,0.532468572,0.886589121,0.711081959,1.000075127,0.015550973,2.119308719,1.44915156,7.260307432,31
285,0.481939249,0.846449774,1.06E-05,1.002252539,582.0633014,2.456107679,1.606323419,1.552082573,32
286,0.539359212,0.876204634,0.714730687,1.000646648,0.014192277,4.980622059,3.363054709,23007.64203,32
287,0.430365058,0.842075792,0.647677117,1.001848383,0.018977492,2.478357542,1.612968875,1.537423047,32
288,0.621465753,0.902654927,6.40E-05,1.000851552,188.8345386,2.436563066,1.70490597,1.40337405,32
289,0.481248677,0.78344133,0.720823065,1.00316259,0.015173795,2.877431485,1.780198945,14628.17388,32
290,0.493157278,0.876584115,0.679498553,1.002844478,0.018096618,2.455198161,1.662234003,1.383216744,32
291,0.463315994,0.86994017,0.674522236,1.002057669,0.02005868,2.424475118,1.62706496,1.544420845,32
292,0.545803069,0.886193145,0.753549349,1.000000591,0.016032851,2.417772864,1.652257136,1.475839566,32
293,0.596678267,0.837913486,0.716245409,1.00262011,0.023392518,2.55943079,1.660067076,1.381510883,32
294,0.620149688,0.802480558,0.763045656,1.005152138,0.022978954,2.450196884,1.542465183,1.72505299,32
295,0.717713103,0.784483502,0.757162571,1.008753911,0.012457844,2.639090861,1.643177323,1.440311725,32
296,0.733101836,0.696338928,0.739430503,1.001951928,0.008997367,2.800130878,1.63333244,1.512519368,33
297,0.585486992,0.680118885,0.762627187,1.000326483,0.012052421,2.881063061,1.662916523,1.499227442,33
298,0.650600543,0.810681801,0.750602446,1.003184844,0.022282732,2.617170629,1.655961811,1.398841815,33
299,0.686050231,0.75942013,0.798134178,1.004792877,0.010993805,2.604640013,1.585558507,1.589445253,33
300,0.537023823,0.727554178,0.000106413,1.003221348,39.93750009,2.726529345,1.622319665,1.442964884,33
301,0.712797159,0.843567077,0.786025934,1.000450831,0.01094641,4.896783482,3.187322818,2641.032363,33
302,0.663922587,0.701370238,0.78380408,1.000586099,0.014260277,2.778858786,1.623360629,1.473251319,33
303,0.675297033,0.74780131,0.810165975,1.006141003,0.010804948,2.64522293,1.599513868,1.501956344,33
304,0.717805056,0.737545875,0.802826704,1.006384641,0.009509528,2.736453261,1.643842542,1.380404643,33
305,0.63965526,0.69624414,0.772271599,1.001653222,0.00912525,2.741004558,1.598281504,1.489772804,33
306,0.923548145,0.768661921,0.665893136,1.000357837,1.280688856,2.651243852,1.617530606,1.478956649,33
307,0.089155046,0.383482494,3.41E-06,1.00003423,959.8147523,2.525731304,1.313103477,2.730490168,34
308,0.500808032,1,0.094743978,1.000100017,0.072278217,1.999799987,2,,34
309,0.147392384,0.99601776,5.93E-06,1.000007858,550.2610787,4.172986083,3.831427756,18866.01012,34
310,0.304669654,0.865558383,0.183596886,1.000000206,0.039525482,2.073091223,1.381317001,15.44800161,34
311,0.240987198,0.980781981,0.20454684,1.000376532,0.036191144,4.132806408,3.459408123,inf,34
312,0.585022214,0.989078099,0.161139944,1.000000168,0.046810047,4.150653855,3.617467408,18133.32699,34
313,0.109064034,0.952458084,0.163505329,1.000000191,0.043229895,2.102689361,1.611664498,4.714147055,34
314,0.947530356,0.970528294,0.086827011,1.000000226,0.084241873,2.091483517,1.685338892,3.382842274,34
315,0.393560554,0.811017268,0.000144094,1.00026434,20.9816154,2.115803443,1.335225914,10.18072195,34
316,0.416774798,0.994034726,0.612546753,1.000000232,0.01137481,2.093459642,1.887591758,1.911656669,34
317,0.413207754,0.3196658,0.555168531,1.000000189,0.012809395,2.080407129,1.068228547,31.66876227,34
318,0.373256513,0.919298695,0.57803295,1.000067047,0.012576206,4.777887595,3.428776685,1502.534688,35
319,0.370305358,0.909009773,0.551328482,1.001627948,0.011424122,2.351729844,1.662620157,1.540153894,35
320,0.408770343,0.910636784,0.608460733,1.000679954,0.011419444,2.34867883,1.663078777,1.692371078,35
321,0.346568793,0.92772818,0.531899424,1.001679757,0.014921112,2.323298817,1.694658916,1.497533347,35
322,0.42440057,0.928910083,0.636132285,1.000000189,0.012742936,2.356642553,1.719794048,1.518978446,35
323,0.386734171,0.912637281,0.54203243,1.001053288,0.011963754,2.35391786,1.672662421,1.519635611,35
324,0.386968326,0.938024558,3.97E-05,1.000683865,80.74610698,2.304728832,1.712727169,1.538565921,35
325,0.375803473,0.905474547,0.510302998,1.000700053,0.019947402,2.355375048,1.654747958,1.508308489,35
326,0.986984261,0.922191239,0.638868325,1.000718916,0.72893412,2.354013036,1.698743294,1.614860345,35
327,0.931658327,0.922093007,0.397834257,1.000812311,0.141513132,4.63705593,3.346019208,5681.596628,35
328,0.97158602,0.926699385,0.418007087,1.000085469,0.338328313,2.323500542,1.68897606,1.713020337,35
329,0.949265418,0.16081688,0.000158407,1.038087086,11.00240212,2.412277247,1.260278658,3.094329034,36
330,0.970286172,0.363335606,0.000225564,1.036609588,12.44545645,2.481468876,1.331661192,4.445248292,36
331,0.806174626,0.236686724,0.001996942,1.000004988,9.067371108,2.253615166,1.14305254,5.74808796,36
332,0.97228745,0.314476019,0.348541574,1.044818458,0.211643289,11.22039512,6.014201977,547.6536831,36
333,0.976458101,0.241960212,0.000139044,1.076279222,13.06128222,7.476966428,4.084332379,834.2949648,36
334,0.864074423,0.591677677,0.158697202,1.013834177,0.03030862,3.781375675,2.122545541,345.0005869,36
335,0.905307022,0.233788609,0.000143685,1.036590406,10.18297592,2.350125641,1.235173753,5.90382125,36
